,company,transmission,fuel,seller_type,owner,year,km_driven,selling_price
3869,hyundai getz,Manual,Diesel,Dealer,First Owner,2008,60208,235000
3870,volkswagen vento,Manual,Diesel,Dealer,First Owner,2013,80000,475000
3871,mercedes-benz e-class,Automatic,Diesel,Dealer,First Owner,2008,98600,795000
3872,audi rs7,Automatic,Petrol,Dealer,First Owner,2016,13000,8900000
3873,audi q5,Automatic,Diesel,Dealer,First Owner,2015,30000,3200000
3874,mg hector,Automatic,Petrol,Dealer,First Owner,2019,18000,1860000
3875,land rover,Automatic,Diesel,Dealer,First Owner,2010,100000,4200000
3876,honda city,Automatic,Petrol,Dealer,First Owner,2015,58000,850000
3877,mahindra xylo,Manual,Diesel,Dealer,First Owner,2017,85441,585000
3878,mahindra verito,Manual,Diesel,Dealer,First Owner,2015,64541,380000
3879,maruti swift,Manual,Diesel,Individual,First Owner,2019,35000,650000
3880,maruti swift,Manual,Petrol,Individual,First Owner,2018,30000,600000
3881,nissan micra,Manual,Petrol,Dealer,First Owner,2017,16267,434999
3882,volkswagen vento,Manual,Diesel,Dealer,First Owner,2013,71500,525000
3883,bmw 5,Automatic,Diesel,Dealer,First Owner,2019,12999,4800000
3884,chevrolet aveo,Manual,Petrol,Individual,First Owner,2008,80000,160000
3885,maruti zen,Manual,Petrol,Individual,Second Owner,2007,90000,160000
3886,chevrolet spark,Manual,Petrol,Individual,First Owner,2012,28000,125000
3887,mahindra bolero,Manual,Diesel,Individual,First Owner,2015,200000,430000
3888,hyundai creta,Manual,Petrol,Individual,First Owner,2017,14700,900000
3889,maruti alto,Manual,Petrol,Individual,Second Owner,2000,90000,61000
3890,maruti wagon,Manual,Petrol,Individual,First Owner,2017,50000,400000
3891,hyundai santro,Manual,Petrol,Individual,Second Owner,2009,100000,150000
3892,volkswagen polo,Automatic,Petrol,Individual,First Owner,2019,24000,950000
3893,tata indigo,Manual,Diesel,Individual,First Owner,2013,100000,220000
3894,hyundai getz,Manual,Petrol,Individual,First Owner,2007,90000,110000
3895,tata bolt,Manual,Petrol,Individual,First Owner,2015,30000,375000
3896,datsun go,Manual,Petrol,Individual,First Owner,2017,80000,350000
3897,hyundai i20,Manual,Diesel,Dealer,Second Owner,2012,92686,310000
3898,tata indica,Manual,Petrol,Individual,Third Owner,2010,300000,90000
3899,volkswagen vento,Manual,Petrol,Individual,Second Owner,2011,90000,350000
3900,hyundai santro,Manual,Petrol,Individual,First Owner,2003,60000,100000
3901,mahindra xuv500,Automatic,Diesel,Individual,First Owner,2017,40000,1300000
3902,maruti wagon,Manual,Petrol,Individual,Fourth & Above Owner,2004,90000,70000
3903,chevrolet sail,Manual,Diesel,Individual,First Owner,2013,80000,225000
3904,honda city,Manual,Petrol,Individual,First Owner,2002,100000,145000
3905,ford ecosport,Manual,Diesel,Individual,First Owner,2018,20000,930000
3906,maruti swift,Manual,Petrol,Individual,First Owner,2019,51000,550000
3907,maruti alto,Manual,Petrol,Individual,Second Owner,2008,120000,85000
3908,hyundai eon,Manual,Petrol,Individual,First Owner,2014,55000,280000
3909,hyundai eon,Manual,Petrol,Individual,First Owner,2018,6000,360000
3910,maruti alto,Manual,Petrol,Individual,Second Owner,2011,40000,150000
3911,skoda rapid,Automatic,Petrol,Individual,First Owner,2017,15000,900000
3912,ambassador classic,Manual,Diesel,Individual,Second Owner,2005,50000,120000
3913,fiat linea,Manual,Petrol,Individual,Second Owner,2010,90000,215000
3914,renault scala,Manual,Diesel,Individual,First Owner,2013,38500,550000
3915,tata nexon,Manual,Petrol,Individual,First Owner,2018,35000,775000
3916,maruti gypsy,Manual,Petrol,Individual,Third Owner,2001,49359,409999
3917,maruti 800,Manual,Petrol,Individual,Second Owner,2005,70000,65000
3918,maruti wagon,Manual,Petrol,Individual,Second Owner,2008,90000,200000
3919,maruti wagon,Manual,Petrol,Individual,Second Owner,2010,50000,240000
3920,toyota innova,Manual,Diesel,Individual,First Owner,2012,108731,800000
3921,toyota innova,Manual,Diesel,Individual,First Owner,2010,120000,400000
3922,tata sumo,Manual,Diesel,Individual,First Owner,2016,60000,500000
3923,mahindra renault,Manual,Diesel,Individual,Third Owner,2007,90000,150000
3924,toyota etios,Manual,Diesel,Individual,Second Owner,2014,140000,500000
3925,hyundai eon,Manual,Petrol,Individual,First Owner,2014,80000,320000
3926,nissan micra,Manual,Diesel,Individual,First Owner,2013,90000,300000
3927,renault lodgy,Manual,Diesel,Individual,First Owner,2017,40000,650000
3928,maruti alto,Manual,Petrol,Individual,First Owner,2018,14000,285000
3929,tata aria,Manual,Diesel,Individual,Second Owner,2012,70000,360000
3930,honda accord,Manual,Petrol,Individual,Second Owner,2009,55000,450000
3931,maruti alto,Manual,Petrol,Individual,Third Owner,2011,60000,175000
3932,chevrolet cruze,Manual,Diesel,Individual,Second Owner,2011,74000,350000
3933,ford figo,Manual,Diesel,Dealer,First Owner,2020,45000,530000
3934,honda city,Manual,Diesel,Dealer,First Owner,2017,38000,1025000
3935,honda br-v,Manual,Diesel,Dealer,First Owner,2017,24000,950000
3936,honda wr-v,Manual,Petrol,Dealer,First Owner,2017,29976,725000
3937,honda city,Manual,Petrol,Dealer,First Owner,2017,41000,919999
3938,honda jazz,Manual,Diesel,Dealer,First Owner,2018,15000,700000
3939,honda jazz,Manual,Diesel,Dealer,First Owner,2017,36000,725000
3940,honda br-v,Manual,Petrol,Dealer,First Owner,2017,30646,840000
3941,maruti wagon,Manual,Petrol,Dealer,First Owner,2015,23600,365000
3942,honda city,Manual,Diesel,Dealer,First Owner,2014,71318,665000
3943,maruti 800,Manual,Petrol,Individual,First Owner,2003,78098,50000
3944,hyundai eon,Manual,Petrol,Individual,First Owner,2014,30000,225000
3945,hyundai i10,Manual,Petrol,Individual,Second Owner,2012,45000,229999
3946,hyundai santro,Manual,Petrol,Individual,First Owner,2008,67000,145000
3947,ford figo,Manual,Diesel,Dealer,First Owner,2018,14681,624000
3948,hyundai verna,Manual,Petrol,Individual,First Owner,2015,25000,500000
3949,ford ecosport,Manual,Petrol,Dealer,First Owner,2017,18054,750000
3950,honda city,Manual,Diesel,Individual,First Owner,2015,40000,785000
3951,hyundai i10,Manual,Petrol,Individual,First Owner,2011,30000,225000
3952,hyundai xcent,Manual,Diesel,Individual,First Owner,2017,80000,300000
3953,hyundai i20,Manual,Diesel,Individual,First Owner,2016,20000,680000
3954,mahindra tuv,Manual,Diesel,Individual,First Owner,2016,40000,700000
3955,tata indigo,Manual,Diesel,Individual,First Owner,2011,120000,180000
3956,ford fiesta,Manual,Diesel,Individual,Second Owner,2008,120000,270000
3957,maruti swift,Manual,Petrol,Individual,Second Owner,2010,97000,370000
3958,mahindra xylo,Manual,Diesel,Individual,First Owner,2018,70000,1100000
3959,hyundai accent,Manual,Diesel,Individual,Second Owner,2004,120000,120000
3960,skoda rapid,Manual,Diesel,Individual,Second Owner,2013,88000,430000
3961,maruti swift,Manual,Diesel,Dealer,First Owner,2014,38406,550000
3962,hyundai santro,Manual,Petrol,Dealer,First Owner,2014,54350,320000
3963,maruti wagon,Manual,Petrol,Dealer,First Owner,2015,32260,390000
3964,renault duster,Manual,Diesel,Dealer,First Owner,2014,58231,550000
3965,maruti swift,Manual,Petrol,Dealer,First Owner,2012,59858,370000
3966,maruti alto,Manual,Petrol,Dealer,First Owner,2010,73350,190000
3967,renault duster,Manual,Diesel,Dealer,First Owner,2013,88473,509999
3968,honda city,Manual,Petrol,Dealer,First Owner,2013,96987,450000
3969,mercedes-benz gls,Automatic,Diesel,Dealer,First Owner,2016,77350,5500000
3970,maruti swift,Manual,Diesel,Dealer,First Owner,2015,61187,550000
3971,mahindra xylo,Manual,Diesel,Dealer,First Owner,2009,68350,400000
3972,ford ecosport,Manual,Diesel,Dealer,First Owner,2015,81150,585000
3973,hyundai grand,Manual,Petrol,Individual,First Owner,2019,30000,500000
3974,maruti ciaz,Manual,Petrol,Individual,First Owner,2015,30000,800000
3975,maruti swift,Manual,Diesel,Individual,Second Owner,2009,120000,265000
3976,ford figo,Manual,Diesel,Individual,First Owner,2012,180000,175000
3977,fiat palio,Manual,Petrol,Individual,Second Owner,2007,50000,125000
3978,tata manza,Manual,Diesel,Individual,First Owner,2010,80000,165000
3979,mahindra verito,Manual,Diesel,Individual,First Owner,2011,280000,150000
3980,hyundai creta,Manual,Diesel,Individual,Second Owner,2015,90000,1025000
3981,toyota innova,Manual,Diesel,Individual,Second Owner,2014,250000,1030000
3982,chevrolet cruze,Manual,Diesel,Individual,Fourth & Above Owner,2012,90000,380000
3983,maruti swift,Manual,Diesel,Individual,Third Owner,2010,110000,250000
3984,maruti zen,Manual,Petrol,Individual,Second Owner,2000,80000,85000
3985,fiat punto,Manual,Diesel,Individual,First Owner,2016,35000,500000
3986,hyundai eon,Manual,Petrol,Individual,First Owner,2018,15000,350000
3987,maruti alto,Manual,Petrol,Individual,Second Owner,2010,52000,190000
3988,volkswagen jetta,Manual,Diesel,Individual,First Owner,2009,140000,940000
3989,maruti swift,Manual,Petrol,Individual,Second Owner,2013,60000,475000
3990,maruti alto,Manual,Petrol,Individual,First Owner,2018,17000,300000
3991,chevrolet beat,Manual,Petrol,Individual,Third Owner,2016,70000,250000
3992,maruti zen,Manual,Petrol,Individual,Fourth & Above Owner,2001,97000,93000
3993,ford figo,Manual,Diesel,Individual,Second Owner,2012,125000,290000
3994,tata indica,Manual,Petrol,Individual,Third Owner,2010,300000,75000
3995,mahindra xuv500,Manual,Diesel,Individual,Second Owner,2015,120000,1000000
3996,hyundai i20,Manual,Diesel,Individual,First Owner,2015,87000,550000
3997,fiat punto,Manual,Diesel,Individual,Third Owner,2010,75000,285000
3998,tata indigo,Manual,Petrol,Individual,Second Owner,2014,60000,240000
3999,hyundai creta,Manual,Petrol,Individual,First Owner,2015,25000,850000
4000,hyundai i20,Manual,Petrol,Individual,First Owner,2016,26000,650000
4001,maruti celerio,Manual,CNG,Individual,First Owner,2017,78000,365000
4002,hyundai i20,Manual,Petrol,Individual,First Owner,2016,26000,650000
4003,chevrolet sail,Manual,Petrol,Individual,First Owner,2015,35000,260000
4004,tata indigo,Manual,Petrol,Individual,First Owner,2014,100000,250000
4005,tata new,Manual,Petrol,Individual,Second Owner,2007,80000,550000
4006,maruti wagon,Manual,Petrol,Individual,Fourth & Above Owner,2004,90000,70000
4007,chevrolet sail,Manual,Diesel,Individual,First Owner,2013,80000,225000
4008,honda city,Manual,Petrol,Individual,First Owner,2002,100000,145000
4009,ford ecosport,Manual,Diesel,Individual,First Owner,2018,20000,930000
4010,maruti swift,Manual,Petrol,Individual,First Owner,2019,51000,550000
4011,maruti alto,Manual,Petrol,Individual,Second Owner,2008,120000,85000
4012,hyundai eon,Manual,Petrol,Individual,First Owner,2014,55000,280000
4013,hyundai eon,Manual,Petrol,Individual,First Owner,2018,6000,360000
4014,maruti alto,Manual,Petrol,Individual,Second Owner,2011,40000,150000
4015,skoda rapid,Automatic,Petrol,Individual,First Owner,2017,15000,900000
4016,ambassador classic,Manual,Diesel,Individual,Second Owner,2005,50000,120000
4017,fiat linea,Manual,Petrol,Individual,Second Owner,2010,90000,215000
4018,renault scala,Manual,Diesel,Individual,First Owner,2013,38500,550000
4019,tata nexon,Manual,Petrol,Individual,First Owner,2018,35000,775000
4020,maruti gypsy,Manual,Petrol,Individual,Third Owner,2001,49359,409999
4021,maruti 800,Manual,Petrol,Individual,Second Owner,2005,70000,65000
4022,maruti wagon,Manual,Petrol,Individual,Second Owner,2008,90000,200000
4023,maruti wagon,Manual,Petrol,Individual,Second Owner,2010,50000,240000
4024,toyota innova,Manual,Diesel,Individual,First Owner,2012,108731,800000
4025,toyota innova,Manual,Diesel,Individual,First Owner,2010,120000,400000
4026,maruti wagon,Manual,Petrol,Individual,Second Owner,2012,40000,229999
4027,ford ecosport,Manual,Diesel,Individual,First Owner,2014,120000,580000
4028,toyota corolla,Manual,Petrol,Individual,Fourth & Above Owner,2005,100000,175000
4029,maruti ritz,Manual,Diesel,Individual,Fourth & Above Owner,2012,110000,250000
4030,hyundai eon,Manual,Petrol,Individual,First Owner,2014,80000,320000
4031,nissan micra,Manual,Diesel,Individual,First Owner,2013,90000,300000
4032,mahindra tuv,Manual,Diesel,Individual,First Owner,2017,60000,800000
4033,hyundai verna,Automatic,Diesel,Dealer,First Owner,2009,75000,245000
4034,hyundai eon,Manual,Petrol,Individual,First Owner,2018,20000,300000
4035,hyundai xcent,Manual,Diesel,Individual,First Owner,2017,80000,350000
4036,maruti zen,Manual,Petrol,Individual,First Owner,2006,105700,70000
4037,maruti celerio,Manual,Petrol,Dealer,First Owner,2017,14000,430999
4038,chevrolet spark,Manual,Petrol,Individual,First Owner,2010,70000,80000
4039,maruti alto,Manual,Petrol,Dealer,First Owner,2019,28000,335000
4040,maruti eeco,Manual,Petrol,Dealer,First Owner,2017,51000,350000
4041,maruti alto,Manual,Petrol,Dealer,First Owner,2018,56000,315000
4042,volkswagen vento,Automatic,Diesel,Individual,First Owner,2019,35000,1100000
4043,maruti esteem,Manual,Petrol,Individual,First Owner,2005,24000,80000
4044,maruti alto,Manual,Petrol,Dealer,Second Owner,2014,64000,285000
4045,tata indigo,Manual,Diesel,Individual,Third Owner,2009,120000,100000
4046,maruti alto,Manual,Petrol,Individual,First Owner,2011,37091,225000
4047,volvo xc,Automatic,Diesel,Individual,First Owner,2017,80000,4500000
4048,maruti alto,Manual,Petrol,Individual,Third Owner,2018,38900,320000
4049,hyundai creta,Manual,Diesel,Individual,Third Owner,2016,60000,1249000
4050,maruti wagon,Manual,Petrol,Individual,Third Owner,2008,110000,120000
4051,volkswagen vento,Manual,Diesel,Individual,Second Owner,2011,100000,200000
4052,hyundai creta,Manual,Diesel,Individual,First Owner,2016,85000,1151000
4053,tata indica,Manual,Diesel,Individual,First Owner,2012,140000,120000
4054,renault kwid,Manual,Petrol,Individual,First Owner,2017,20000,220000
4055,tata nexon,Manual,Petrol,Individual,First Owner,2017,15000,750000
4056,mahindra tuv,Manual,Diesel,Individual,First Owner,2018,40000,784000
4057,honda jazz,Manual,Petrol,Individual,First Owner,2017,50000,500000
4058,hyundai eon,Manual,Petrol,Individual,First Owner,2018,20000,350000
4059,mahindra xuv500,Automatic,Diesel,Individual,First Owner,2018,50000,1400000
4060,mahindra thar,Manual,Diesel,Individual,Second Owner,2014,100000,600000
4061,hyundai grand,Manual,Petrol,Individual,First Owner,2019,9400,525000
4062,ford ecosport,Manual,Diesel,Individual,First Owner,2017,12000,930000
4063,maruti eeco,Manual,CNG,Dealer,First Owner,2017,14100,440000
4064,maruti celerio,Manual,Petrol,Dealer,First Owner,2016,21000,434999
4065,hyundai i10,Manual,Petrol,Dealer,First Owner,2011,28000,250000
4066,maruti ertiga,Manual,Diesel,Dealer,First Owner,2017,35000,940000
4067,hyundai verna,Automatic,Diesel,Dealer,First Owner,2017,31000,1050000
4068,maruti ertiga,Manual,Diesel,Dealer,First Owner,2016,58000,825000
4069,maruti wagon,Manual,Petrol,Individual,First Owner,2012,25000,229999
4070,hyundai i20,Manual,Petrol,Dealer,First Owner,2011,72000,375000
4071,maruti ertiga,Manual,Diesel,Dealer,First Owner,2013,89000,640000
4072,toyota innova,Manual,Diesel,Dealer,First Owner,2012,160000,800000
4073,ford figo,Manual,Petrol,Individual,Third Owner,2012,30000,130000
4074,hyundai i10,Manual,Petrol,Dealer,First Owner,2014,37555,300000
4075,maruti wagon,Manual,Petrol,Dealer,First Owner,2018,14000,440000
4076,maruti ertiga,Manual,CNG,Dealer,First Owner,2014,56600,595000
4077,mahindra scorpio,Manual,Diesel,Individual,First Owner,2013,110000,450000
4078,maruti vitara,Manual,Diesel,Individual,First Owner,2017,50000,690000
4079,maruti alto,Manual,Petrol,Individual,First Owner,2019,5000,300000
4080,chevrolet sail,Manual,Petrol,Individual,Second Owner,2014,100000,170000
4081,toyota etios,Manual,Diesel,Individual,First Owner,2012,120000,280000
4082,maruti swift,Manual,Petrol,Individual,Second Owner,2009,67580,220000
4083,hyundai santro,Manual,Petrol,Individual,Third Owner,2009,100000,140000
4084,maruti esteem,Manual,Petrol,Individual,First Owner,2004,60000,45000
4085,ford figo,Manual,Diesel,Individual,Second Owner,2014,125000,200000
4086,mahindra scorpio,Manual,Diesel,Individual,Second Owner,2008,120000,325000
4087,hyundai verna,Manual,Diesel,Individual,Second Owner,2010,130000,300000
4088,maruti 800,Manual,Petrol,Individual,Second Owner,2009,250000,120000
4089,hyundai creta,Manual,Diesel,Individual,First Owner,2016,52600,535000
4090,honda city,Manual,Diesel,Individual,First Owner,2014,82000,520000
4091,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,19890,550000
4092,mahindra verito,Manual,Diesel,Individual,First Owner,2015,40000,280000
4093,nissan sunny,Manual,Diesel,Dealer,First Owner,2013,78000,225000
4094,ford ecosport,Automatic,Petrol,Trustmark Dealer,First Owner,2015,48238,750000
4095,hyundai i20,Manual,Petrol,Dealer,First Owner,2016,38365,535000
4096,mahindra xuv500,Manual,Diesel,Trustmark Dealer,First Owner,2016,23670,1250000
4097,maruti baleno,Manual,Petrol,Trustmark Dealer,First Owner,2017,49834,650000
4098,honda brio,Manual,Petrol,Trustmark Dealer,First Owner,2013,57353,295000
4099,maruti swift,Manual,Diesel,Trustmark Dealer,First Owner,2015,68308,480000
4100,honda city,Manual,Diesel,Trustmark Dealer,First Owner,2015,63240,575000
4101,mahindra scorpio,Manual,Diesel,Individual,First Owner,2016,60000,509999
4102,maruti alto,Manual,Petrol,Individual,First Owner,2008,100000,69000
4103,tata manza,Manual,Petrol,Individual,First Owner,2013,60000,200000
4104,toyota innova,Manual,Diesel,Individual,First Owner,2012,90000,449000
4105,tata harrier,Manual,Diesel,Individual,First Owner,2020,1000,426000
4106,ford ecosport,Manual,Petrol,Individual,First Owner,2017,6000,650000
4107,tata tiago,Manual,Diesel,Individual,First Owner,2017,50000,260000
4108,mahindra bolero,Manual,Diesel,Individual,Third Owner,2015,90000,295000
4109,maruti eeco,Manual,Petrol,Dealer,First Owner,2017,30000,260000
4110,tata indica,Manual,Diesel,Individual,First Owner,2012,140000,120000
4111,hyundai verna,Manual,Petrol,Dealer,First Owner,2007,65000,155000
